12548	2	0	30	108	4	2	6	3.0530973451327434
60656	1	0	27	201	4	1	7	3.234113712374582
197591	1	0	27	127	4	2	6	3.208955223880597
17057	1	0	31	210	4	2	8	3.2025862068965516
16305	1	0	27	201	4	1	6	3.234234234234234
29095	1	0	38	119	4	2	8	5.146464646464646
18393	2	0	28	113	4	1	6	3.716666666666667
4181	376	100	16	235	2	0	6	0.12106311595722373
10931	3	0	19	131	4	2	6	3.487562189054726
29355	3	2	21	237	3	1	9	4.746934225195095
135735	2	0	27	172	4	1	6	3.430894308943089
50564	4	0	20	158	4	2	6	3.40597539543058
26223	13	12	20	165	2	1	4	2.8015435501653805
201569	3	0	28	232	4	1	7	3.4415584415584415
263143	2	3	29	129	3	2	8	4.352226720647773
41854	6	7	29	200	3	2	7	3.6757865937072505
12189	103	108	16	237	2	1	6	2.4521770814355985
36925	5	5	18	221	2	1	6	3.0532386867790593
18888	18	0	17	238	4	1	7	3.175044883303411
13631	3	0	18	200	4	2	7	3.0084745762711864
393898	1	0	29	112	4	2	6	3.4734513274336285
53211	7	6	26	157	3	1	9	5.4535315985130115
47083	2	0	19	105	4	2	5	3.2232142857142856
59157	1	0	38	151	4	5	10	7.512658227848101
61086	1	0	28	131	4	2	6	2.9051094890510947
22353	2	0	26	211	4	2	6	2.9836601307189543
56450	2	0	19	226	4	1	5	2.9672131147540983
8309	129	119	18	243	2	1	7	1.936640765092648
6718	5	5	19	237	2	1	6	2.7045977011494253
15663	2	0	28	135	4	2	6	3.549079754601227
25748	2	0	19	198	4	2	6	3.0090909090909093
49428	1	0	35	196	4	2	8	4.535885167464115
46751	1	0	27	203	4	2	7	3.112676056338028
36646	1	0	25	233	4	1	5	2.5390070921985815
13273	1	0	26	138	4	1	6	2.96
44235	1	0	36	117	4	2	7	4.012448132780083
32854	1	0	26	105	4	2	6	3.705357142857143
13825	18	20	18	226	2	1	6	2.650040883074407
133509	2	0	27	157	4	1	7	3.8960244648318043
27243	1	0	33	134	4	2	5	3.1094890510948905
24289	2	0	29	176	4	2	7	3.956730769230769
54412	5	5	19	226	2	1	7	2.9766355140186915
263773	1	0	28	116	4	2	6	3.6504065040650406
46540	2	0	18	112	4	1	5	2.809917355371901
262850	1	0	30	131	4	3	7	4.4
62198	2	0	47	130	4	3	7	4.986622073578595
202699	1	0	28	130	4	1	6	3.125
49991	1	0	29	200	4	2	7	3.8160377358490565
263284	1	0	30	136	4	1	6	3.8020833333333335
58299	149	26	19	236	2	0	7	0.01928761454330476
17152	1	0	29	138	4	3	5	3.8482758620689657
197296	1	0	28	228	4	2	7	3.4080996884735204
131706	7	8	26	176	3	1	7	3.2578558225508316
36315	6	2	21	244	3	1	7	3.142557651991614
5707	2	0	26	157	4	1	7	3.4166666666666665
53797	1	0	27	119	4	2	5	3.032258064516129
56276	2	0	23	154	4	1	5	2.6993865030674846
263137	2	4	28	134	3	1	6	3.897345132743363
262691	21	0	20	133	4	1	8	3.2384937238493725
22593	1	0	27	129	4	2	5	2.8823529411764706
54248	1	0	26	130	4	1	6	3.1666666666666665
37204	4	9	28	230	3	1	7	3.17157712305026
26605	1	0	28	113	4	2	7	4.038910505836576
57527	2	0	25	229	4	1	7	3.0607287449392713
41159	1	0	30	118	4	3	7	3.848
60395	2	2	27	196	3	1	6	3.085714285714286
57188	2	0	19	225	4	1	5	3.0091743119266057
135557	2	0	27	151	4	2	7	4.395209580838324
44251	2	0	19	131	4	2	5	2.890625
8374	81	80	19	232	2	1	5	2.352421214450423
5607	50	46	18	232	2	1	6	2.5245597775718256
10880	1	0	25	232	4	1	7	2.4838709677419355
30367	4	0	22	201	4	1	7	3.2895238095238097
14333	4	4	19	224	2	1	5	2.2392426850258174
43599	4	0	19	226	4	1	6	2.8048780487804876
33311	2	0	20	224	4	1	7	3.287280701754386
14310	2	0	18	197	4	2	6	2.830188679245283
199314	1	0	29	204	4	1	8	3.5836909871244633
41816	1	0	28	196	4	2	6	3.2465753424657535
50399	4	0	25	196	4	1	8	3.8073394495412844
31565	1	0	28	105	4	2	6	3.1228070175438596
26675	1	0	28	129	4	2	6	3.76158940397351
36543	3	0	20	105	4	2	6	3.3063063063063063
50721	1	0	33	125	4	2	6	3.654135338345865
22848	1	0	20	198	4	2	6	3.229357798165138
22137	1	0	28	132	4	2	6	3.0869565217391304
29582	7	10	22	236	3	1	7	3.005212211466865
26754	4	3	27	123	3	1	6	2.936386768447837
36016	2	0	19	200	4	2	5	3.2046511627906975
50712	1	0	26	199	4	2	6	2.8457943925233646
51387	2	0	29	196	4	2	8	3.9663461538461537
62872	2	0	27	158	4	2	6	3.8095238095238093
21718	2	0	20	128	4	1	5	3.201117318435754
3742	14	14	18	228	2	1	6	2.6469719350073855
16615	1	0	29	111	4	2	5	3.0535714285714284
14391	2	0	19	226	4	1	5	3.231404958677686
262602	1	0	30	135	4	1	5	3.7142857142857144
31034	26	23	18	238	2	1	6	2.5800169348010162
20912	39	4	19	223	2	0	6	0.0640365669654744
21480	1	2	28	200	3	2	6	3.143410852713178
135511	2	2	27	163	3	1	6	3.709511568123393
49058	9	9	23	208	3	1	7	3.9379968203497615
36814	2	0	19	225	4	1	7	3.414225941422594
50807	1	0	28	194	4	3	7	3.6320754716981134
38678	1	0	28	150	4	1	6	3.5477386934673367
16210	1	0	34	108	4	2	7	4.051724137931035
52171	1	0	36	32	4	2	5	3.212121212121212
31341	1	0	29	112	4	2	6	4.090909090909091
24378	1	0	34	233	4	2	8	4.954144620811287
18568	3	0	19	206	4	1	5	2.9017857142857144
14203	6	0	17	238	4	1	6	3.424
39235	6	0	22	216	4	1	6	2.961764705882353
395406	1	0	27	210	4	1	7	2.9954337899543377
132330	11	0	22	181	4	1	7	2.90625
200999	4	0	19	155	4	1	6	2.8555956678700363
59930	3	0	19	216	4	1	6	3.0026737967914436
30898	1	0	30	114	4	1	6	3.3781512605042017
45653	1	0	30	159	4	1	7	3.9176470588235293
41207	1	0	37	196	4	3	7	4.317073170731708
51947	2	5	27	199	3	1	6	3.612048192771084
43938	2	0	28	197	4	1	7	3.1737089201877935
14412	1	0	26	197	4	1	7	3.645631067961165
54222	1	0	27	198	4	2	7	4.076555023923445
51848	1	0	28	132	4	2	7	3.141843971631206
17184	8	10	18	222	2	1	7	3.233829124870287
327797	1	0	20	131	4	2	5	2.872340425531915
50914	1	0	30	129	4	1	7	3.8115942028985508
42914	3	0	27	196	4	1	6	3.263157894736842
22925	51	53	19	240	2	1	7	2.138094402526759
30659	2	0	19	224	4	1	7	3.5338983050847457
30924	2	0	28	200	4	1	8	3.241706161137441
19264	1	0	29	159	4	2	7	3.278787878787879
200515	2	0	28	202	4	2	7	3.3686635944700463
24027	2	0	23	106	4	2	6	2.9464285714285716
202925	1	0	27	196	4	1	7	3.055813953488372
33534	1	0	20	199	4	2	6	3.5380281690140847
57778	1	0	27	129	4	2	6	3.6797752808988764
206167	1	0	30	119	4	2	7	3.544
7968	3	0	20	131	4	2	6	3.581081081081081
328047	9	0	22	133	4	1	6	3.7945205479452055
44983	2	0	28	119	4	2	6	3.220472440944882
3352	101	128	19	236	2	1	6	3.078361252274296
57892	1	0	27	195	4	2	5	2.8743961352657004
64452	1	0	26	196	4	1	7	3.019230769230769
15225	2	0	19	105	4	1	5	3.1645569620253164
198159	1	0	28	228	4	2	5	3.128099173553719
51050	44	0	19	245	4	1	4	2.0577617328519855
395002	1	0	27	134	4	2	4	3.028776978417266
327770	2	0	27	217	4	1	7	3.4806201550387597
49332	1	0	31	235	4	2	8	3.8421052631578947
28343	78	80	23	164	3	0	6	3.26982276119403
38748	1	0	27	153	4	2	5	3.048780487804878
24433	1	0	27	132	4	1	6	3.398550724637681
199877	2	0	26	119	4	1	5	2.928
40482	1	0	31	134	4	2	5	3.074074074074074
3308	7	25	20	227	2	1	6	2.9301056938288443
203746	3	0	29	135	4	2	7	3.251700680272109
63315	2	0	18	127	4	2	5	2.895705521472393
266369	1	0	27	164	4	1	4	2.9365079365079363
44163	1	0	27	158	4	2	6	3.0275229357798166
133093	1	3	37	158	3	2	6	3.984567901234568
25851	3	0	18	169	4	2	6	3.2788671023965144
262907	49	55	21	168	3	0	7	3.953634802518603
9667	10	12	22	182	3	1	7	3.919558359621451
264850	1	0	20	131	4	2	5	3.0657894736842106
680	220	76	16	224	2	0	6	0.2621206692208043
20058	1	0	29	158	4	2	5	3.080745341614907
263130	1	0	42	157	4	3	8	5.2
26749	3	0	19	199	4	1	6	3.138157894736842
13352	1	0	28	112	4	2	6	4.02906976744186
16417	7	0	19	234	4	1	7	3.259148618371919
48808	2	0	25	195	4	1	7	3.206730769230769
3819	1	0	20	197	4	1	6	3.146788990825688
4307	2	0	21	234	4	1	5	2.214574898785425
27688	1	0	35	115	4	2	7	4.698529411764706
8249	10	7	20	227	3	1	6	2.933448573898012
20897	3	0	28	154	4	1	6	3.112033195020747
53407	2	0	21	239	4	1	6	2.235074626865672
133613	6	6	19	223	2	1	5	2.987546699875467
52566	1	0	34	135	4	2	7	4.26241134751773
61395	1	0	27	233	4	1	6	3.3769470404984423
26722	3	0	27	232	4	2	7	3.9296296296296296
36401	2	0	20	197	4	2	7	3.3843648208469057
