1	2	0.0
3	293	0.0
3	11668	0.06666666666666667
3	27969	0.0
3	34630	0.06666666666666667
3	37371	0.0
3	52434	0.0
3	55836	0.0
3	60304	0.0
4	5	0.0
6	3549	0.0005707762557077625
12	3549	0.0005706134094151213
14	3549	0.0008561643835616438
19	3549	0.0005709391949757351
24	293	0.012345679012345678
24	7575	0.0025575447570332483
32	3561	0.0
33	3549	0.00028546959748786756
42	27	0.0
42	187	0.0
42	251	0.11398176291793313
42	293	0.10139860139860139
42	553	0.11943793911007025
42	701	0.006325110689437065
42	715	0.012658227848101266
42	852	0.06882591093117409
42	1103	0.07666666666666666
42	1280	0.1232876712328767
42	1764	0.08885017421602788
42	1798	0.05865921787709497
42	1853	0.05017921146953405
42	1916	0.015363128491620111
42	2044	0.05415162454873646
42	2497	0.09873417721518987
42	2500	0.0449438202247191
42	2516	0.06206896551724138
42	2518	0.04184100418410042
42	3257	0.05647382920110193
42	3267	0.07190412782956059
42	3292	0.09876543209876543
42	3303	0.1063063063063063
42	3330	0.06666666666666667
42	3491	0.0905982905982906
42	3741	0.11150442477876106
42	4181	0.10804597701149425
42	4589	0.11611030478955008
42	4637	0.06804733727810651
42	4641	0.025
42	4739	0.119140625
42	4826	0.04521739130434783
42	5413	0.1393188854489164
42	5580	0.10022779043280182
42	5650	0.08235294117647059
42	5769	0.09876543209876543
42	6067	0.10311284046692606
42	6079	0.1180327868852459
42	6461	0.032
42	6667	0.109375
42	6720	0.04743083003952569
42	6762	0.0687960687960688
42	7385	0.08139534883720931
42	7473	0.10761154855643044
42	7500	0.0782122905027933
42	7575	0.06679764243614932
42	7606	0.007722007722007722
42	7631	0.02464788732394366
42	7738	0.07098765432098765
42	8218	0.08387698042870456
42	8222	0.05263157894736842
42	8359	0.07929883138564274
42	8419	0.09745762711864407
42	8422	0.24545454545454545
42	8426	0.1568627450980392
42	8447	0.09405405405405405
42	8468	0.08224674022066199
42	8492	0.04309586631486367
42	8596	0.08191126279863481
42	8607	0.11242603550295859
42	8657	0.16380952380952382
42	8928	0.06288532675709001
42	8943	0.09163346613545817
42	9002	0.05741127348643006
42	9189	0.13333333333333333
42	9304	0.13268608414239483
42	9355	0.0
42	9498	0.11796982167352538
42	10026	0.0728910728910729
42	11058	0.0
42	11096	0.0502283105022831
42	11164	0.10975609756097561
42	11666	0.100990099009901
42	11686	0.041666666666666664
42	12350	0.10044642857142858
42	12637	0.07644305772230889
42	12779	0.06893464637421665
42	12859	0.08431163287086446
42	12989	0.07825484764542937
