2	63945	0
3	293	0
3	3549	0
4	45664	1
5	61102	1
6	3549	0
6	262958	1
8	3549	0
8	45664	1
12	3549	0
12	54965	1
20	4323	0
24	7575	0
32	3561	0
32	3671	1
42	27	1
42	187	1
42	251	0
42	286	0
42	293	0
42	553	0
42	701	0
42	703	0
42	715	1
42	852	0
42	1103	0
42	1267	0
42	1273	0
42	1764	0
42	1798	0
42	1836	0
42	1853	0
42	1916	0
42	2152	0
42	2381	0
42	2497	0
42	2500	0
42	2516	0
42	2518	0
42	2603	0
42	2857	0
42	3216	0
42	3252	0
42	3257	0
42	3267	0
42	3292	0
42	3303	0
42	3491	0
42	3741	0
42	4181	0
42	4589	0
42	4637	0
42	4657	0
42	4739	0
42	4766	0
42	4777	0
42	4826	0
42	4844	0
42	5413	0
42	5645	0
42	5650	0
42	5769	0
42	6079	0
42	6082	0
42	6423	0
42	6461	0
42	6661	0
42	6667	0
42	6720	0
42	6730	0
42	6762	0
42	6830	0
42	7385	0
42	7473	0
42	7500	0
42	7575	0
42	7606	0
42	7738	0
42	8218	0
42	8220	0
42	8222	0
42	8283	0
42	8359	0
42	8422	0
42	8426	0
42	8447	0
42	8455	0
42	8468	0
42	8596	0
42	8607	0
42	8732	0
42	8758	0
42	8763	0
42	8767	0
42	8928	0
42	8943	0
42	9002	0
42	9044	0
42	9189	0
42	9304	0
42	9439	0
42	9498	0
42	9505	0
42	10026	0
42	10474	0
42	10578	0
42	11039	0
42	11096	0
42	11164	0
42	11404	0
42	11666	0
42	12350	0
42	12637	0
42	12779	0
42	12859	0
42	12874	0
42	12989	0
42	13030	0
42	13237	0
42	13703	0
42	14061	0
42	14361	0
42	14537	0
42	14840	0
42	15301	0
42	15412	0
42	15435	0
42	15547	0
42	16347	0
42	16668	1
42	16735	0
42	17547	0
42	18106	0
42	19016	0
42	19151	0
42	19653	0
42	19754	0
42	20080	0
42	20485	0
42	20562	0
42	20612	0
42	20764	0
42	20932	0
42	22652	0
42	23148	0
42	23473	0
42	24482	0
42	24516	0
42	25091	0
42	25152	0
42	25160	0
42	25220	0
42	27446	0
42	27678	1
42	28917	0
42	29075	0
42	29076	0
42	29140	0
42	29222	0
42	29608	0
42	29636	0
42	29686	0
42	29691	0
42	30071	0
42	30132	0
42	30781	0
42	30844	0
42	31019	0
42	31025	0
42	31027	0
42	31122	0
42	31133	0
42	31424	0
42	32354	0
42	32614	0
42	32653	0
42	32978	1
42	33891	0
42	34019	0
42	34146	0
42	34177	0
42	34224	0
42	34288	0
42	34781	0
42	35054	0
42	35369	0
42	36236	0
42	36351	0
42	36732	0
42	37100	0
42	37105	0
42	37271	0
42	37685	0
42	38726	0
42	38880	0
42	38883	0
42	39326	0
42	39792	0
42	40191	0
42	41095	0
42	41695	0
42	41811	0
42	42541	0
42	42708	0
42	42861	0
42	43100	0
42	44217	0
42	45177	0
42	45494	1
42	45896	0
42	46450	0
42	47872	0
42	48166	0
42	48526	0
42	49463	0
42	49605	0
42	50300	0
42	50304	0
42	50618	0
42	50620	0
42	50763	0
42	51185	0
42	51405	0
42	52306	1
42	52320	0
42	53070	0
42	53708	0
42	53828	0
42	54073	0
42	56730	0
42	57118	0
42	58299	0
42	58308	0
42	58511	0
42	58621	0
42	59689	0
42	60804	0
42	62567	0
42	63956	0
42	133165	0
42	196621	0
42	197264	0
42	198249	0
42	198290	0
42	202032	0
42	202109	0
42	202194	0
42	393406	0
46	3549	0
47	7575	0
55	46274	1
57	1998	1
57	2698	1
57	4181	0
57	6263	1
57	7385	0
57	7896	1
57	7973	1
57	8148	1
57	14763	1
57	17234	1
57	18454	1
57	19782	0
57	20125	1
57	21727	1
57	21951	1
57	26557	1
57	32907	1
57	33189	1
57	33455	1
57	33692	1
57	40387	0
57	40497	1
59	513	0
59	4181	0
59	19782	0
