6553	1	0	30	85	4	3	6	3.9384615384615387
138868	1	0	40	84	4	3	7	4.11578947368421
269348	1	0	30	154	4	1	5	3.3333333333333335
63432	1	0	23	149	4	2	5	2.7674418604651163
199652	1	0	23	78	4	2	5	2.7708333333333335
201605	1	0	26	80	4	2	7	3.3655913978494625
396509	2	0	23	161	4	2	5	3.0174216027874565
23423	3	0	21	97	4	1	5	2.8374384236453203
205873	3	0	27	86	4	1	4	2.8777777777777778
24778	3	5	23	128	3	1	6	2.9646464646464645
268696	57	61	20	172	2	0	7	2.752680965147453
327863	1	0	27	85	4	1	6	2.7010309278350517
55899	2	0	23	84	4	1	6	2.9930555555555554
56990	36	0	18	96	4	1	4	2.3121951219512193
133555	1	0	27	62	4	2	5	3.298507462686567
199509	1	0	28	80	4	2	7	3.294736842105263
14899	4	0	19	82	4	2	6	3.32312925170068
267682	1	0	38	147	4	4	8	5.005747126436781
15250	5	4	20	126	2	1	5	2.4580152671755724
266901	2	0	27	159	4	2	6	3.399014778325123
34736	1	0	30	79	4	2	6	3.595505617977528
328454	1	0	0	94	4	3	6	4.266129032258065
209570	1	0	28	78	4	2	5	3.552941176470588
199084	2	0	29	87	4	2	6	3.75
34529	2	0	30	154	4	2	6	3.4285714285714284
394802	2	0	28	82	4	2	6	3.550802139037433
50368	1	0	31	97	4	2	8	3.7767857142857144
268033	1	0	38	145	4	3	8	4.911764705882353
20811	448	78	18	160	2	0	5	0.3849402554594149
53118	2	6	29	157	3	1	7	3.4032085561497327
17244	1	0	29	83	4	2	6	3.5328467153284673
29169	33	23	16	129	2	1	5	2.295742232451093
57271	2	0	29	157	4	2	7	3.610248447204969
57337	2	0	22	85	4	2	5	2.5688073394495414
22217	2	0	27	90	4	2	4	2.9894736842105263
26481	2	0	28	173	4	2	6	3.4312267657992566
16967	1	5	21	165	2	1	6	3.1101190476190474
55714	2	15	26	188	3	1	8	3.1892583120204603
197136	1	0	28	93	4	2	6	2.8073394495412844
14717	37	37	17	174	2	1	7	2.5511363636363638
265387	1	0	32	89	4	2	5	3.5416666666666665
199729	1	0	29	80	4	2	5	3.54014598540146
20150	10	10	22	181	2	2	6	3.1391634980988594
59778	31	0	19	84	4	1	5	2.3223684210526314
29624	27	29	21	98	3	1	7	2.2162162162162162
398124	1	0	27	63	4	2	5	3.140845070422535
42171	1	0	28	79	4	2	6	3.065934065934066
196645	1	0	29	98	4	2	6	3.3076923076923075
267179	1	0	29	148	4	2	5	3.7928994082840237
30873	5	0	20	179	4	1	6	2.9325714285714284
201937	1	0	44	79	4	4	8	6.188888888888889
59820	3	0	22	80	4	2	5	2.522222222222222
270395	1	0	29	83	4	2	8	3.981981981981982
42167	1	0	28	169	4	2	6	2.9909090909090907
210292	2	0	26	84	4	2	5	3.243523316062176
38328	2	0	27	96	4	2	5	2.875536480686695
328385	1	0	30	90	4	1	7	3.8981481481481484
45043	2	2	27	106	3	2	5	2.932584269662921
133226	1	0	38	149	4	3	7	5.0
206656	1	0	28	83	4	2	6	3.198473282442748
206955	3	0	25	91	4	1	6	3.130801687763713
204929	2	0	28	93	4	2	5	2.7972350230414746
38764	1	0	28	90	4	2	5	3.5063291139240507
270296	1	0	39	79	4	3	6	4.620689655172414
395899	1	0	29	167	4	2	6	3.658536585365854
