2	143
2	20865
3	28310
4	1154
6	1154
7	33412
9	1154
11	1154
19	143
19	709
19	2617
19	12327
21	29323
26	1160
26	1203
27	1154
33	22
33	102
33	126
33	143
33	277
33	310
33	315
33	368
33	369
33	571
33	588
33	617
33	634
33	708
33	733
33	751
33	752
33	765
33	766
33	809
33	918
33	995
33	1016
33	1020
33	1027
33	1039
33	1047
33	1065
33	1143
33	1233
33	1350
33	1377
33	1417
33	1461
33	1480
33	1481
33	1526
33	1549
33	1582
33	1595
33	1740
33	1823
33	1864
33	1921
33	1978
33	1986
33	2122
33	2136
33	2222
33	2255
33	2258
33	2274
33	2279
33	2305
33	2527
33	2557
33	2573
33	2617
33	2635
33	2713
33	2906
33	2946
33	2990
33	3028
33	3031
33	3044
33	3060
33	3074
33	3136
33	3140
33	3217
33	3316
33	3327
33	3357
33	3544
33	3651
33	3657
33	3987
33	4039
33	4236
33	4508
33	4522
33	4550
33	4590
33	4777
33	4955
33	4968
33	5477
33	5644
33	5737
33	5792
33	5798
33	5859
33	5886
33	6008
33	6265
33	6326
33	6795
33	6935
33	7147
33	7489
33	7579
33	8042
33	8304
33	8385
33	8406
33	8430
33	9015
33	9855
33	10118
33	10777
33	11075
33	11119
33	11342
33	12534
33	13820
33	14146
33	14208
33	14249
33	14253
33	16015
33	16862
33	16972
33	17051
33	17062
33	17302
33	17304
33	17318
33	17648
33	17698
33	18209
33	18317
33	18322
33	18391
33	19460
33	19741
33	20311
33	20387
33	20651
33	21144
33	21952
33	22030
33	22573
33	22577
33	23472
33	23574
33	23799
33	23886
33	24190
33	24275
33	24475
33	25147
33	25572
33	25656
33	26290
33	26876
33	28008
33	28456
33	30394
33	31653
33	31657
33	31713
33	31996
33	33154
33	33480
33	33790
33	34318
33	34596
33	36449
33	37707
33	37768
33	37804
33	41195
33	41689
33	42512
33	44612
33	45281
33	45344
43	1154
43	28728
44	657
44	1265
44	1350
44	2054
44	2527
44	2802
44	2878
44	7100
44	8806
44	9604
44	10554
44	10809
44	15261
44	19689
44	19902
44	20075
44	20262
44	22357
44	24611
45	143
45	218
45	1350
46	52
46	786
46	1154
46	2755
46	6387
46	8279
46	8393
46	8907
46	12470
46	12931
46	15227
46	17639
46	17732
46	19279
46	19306
46	19339
46	21865
46	29114
46	40305
46	40348
46	40557
46	40824
51	1154
51	6521
56	1154
58	1154
58	2176
58	4866
58	5030
58	6097
58	8657
58	10510
58	15392
58	15861
58	17520
58	19305
58	19532
58	20040
58	22403
58	24516
58	29252
58	35028
62	143
65	1154
67	1154
69	143
69	310
69	588
69	709
69	751
69	809
69	952
69	1103
69	1114
69	1143
69	1265
69	1357
69	1377
69	2122
69	2365
69	2617
69	2729
69	4214
69	4864
69	4944
69	5166
69	5859
69	6172
69	7236
69	7489
69	7494
69	8781
69	9039
69	9909
69	12285
69	14718
69	17648
69	22030
69	24534
69	31996
69	34509
69	34596
71	143
71	2075
71	10554
74	1154
74	1243
74	1531
74	1573
74	3657
74	4789
74	9074
74	9567
76	895
76	1027
76	1039
76	1461
76	3044
76	3357
76	3987
76	5644
76	5886
76	6008
76	6935
76	11342
76	11788
76	13820
76	17188
76	17347
76	20651
76	21106
76	22573
76	25656
76	25872
76	31546
76	37707
76	44612
76	45281
84	805
84	1029
84	1047
84	1154
84	1461
84	1729
84	1731
84	2258
84	3316
84	5644
84	5737
84	5776
84	6935
84	7687
84	7945
84	11075
84	11325
84	13820
84	16869
84	17303
84	21175
84	25147
84	25429
84	25908
84	26876
84	29737
84	31160
84	31415
84	31514
84	32324
84	32713
84	44083
91	29323
95	143
95	1154
95	12285
97	1154
99	760
99	3357
99	23415
99	37974
100	2
100	11
100	16
100	21
100	28
100	43
100	52
100	62
100	65
100	69
100	71
100	75
100	84
100	91
100	95
100	109
100	110
100	122
100	137
100	223
100	226
100	227
100	229
100	230
100	242
100	247
100	264
100	271
100	276
100	285
