1	205988
2	2697
2	47149
2	134943
2	136176
2	266056
3	293
3	33480
3	52809
3	131758
3	134552
3	201950
3	263754
3	265301
3	265636
3	266470
3	394432
5	5585
5	49991
5	266056
6	29614
12	54965
20	4323
24	293
24	2153
24	7575
42	187
42	286
42	293
42	701
42	715
42	852
42	1103
42	1267
42	1280
42	1299
42	1403
42	1798
42	1916
42	2152
42	2381
42	2497
42	2500
42	2603
42	2613
42	2905
42	3257
42	3267
42	3292
42	3303
42	3491
42	3741
42	4181
42	4558
42	4589
42	4637
42	4739
42	4779
42	4788
42	4826
42	5394
42	5413
42	5580
42	5645
42	5650
42	5769
42	6079
42	6082
42	6423
42	6461
42	6661
42	6667
42	6730
42	6762
42	6830
42	7385
42	7473
42	7500
42	7575
42	7738
42	7922
42	8218
42	8220
42	8283
42	8359
42	8426
42	8455
42	8468
42	8492
42	8758
42	8928
42	9002
42	9266
42	9304
42	9505
42	9902
42	10026
42	10886
42	11039
42	11058
42	11096
42	11164
42	11404
42	11666
42	11686
42	12307
42	12552
42	12637
42	12779
42	12859
42	12874
42	13030
42	13193
42	13237
42	13760
42	14061
42	14361
42	14537
42	15008
42	15301
42	15412
42	15435
42	15547
42	15605
42	16347
42	16668
42	16735
42	17639
42	18106
42	19016
42	19151
42	19281
42	19653
42	20080
42	20485
42	20495
42	20562
42	20612
42	20764
42	21232
42	21556
42	22652
42	23106
42	23367
42	23473
42	23673
42	24441
42	24482
42	24516
42	25091
42	25152
42	27446
42	29075
42	29467
42	29691
42	30132
42	30781
42	30844
42	31019
42	31424
42	32212
42	32354
42	32653
42	32709
42	34019
42	34177
42	34224
42	34288
42	36732
42	37100
42	37105
42	37271
42	37353
42	37468
42	37474
42	37497
42	38880
42	39351
42	40191
42	40805
42	41095
42	41695
42	41811
42	42541
42	42708
42	43100
42	45352
42	47872
42	48526
42	49463
42	49605
42	50304
42	50620
42	50763
42	51185
42	51405
42	52304
42	52306
42	52320
42	52873
42	53070
42	53708
42	53767
42	53828
42	58299
42	58308
42	58511
42	59414
42	59689
42	59891
42	63927
42	63956
42	133165
42	134708
42	134809
42	196621
42	198249
42	198290
42	198385
42	202032
42	202109
42	202194
42	262195
42	328145
47	7575
55	33287
55	46274
57	675
57	1998
57	2698
57	4181
57	6263
57	7385
57	7973
57	8148
57	11317
57	14763
57	17234
57	18454
57	20125
57	21727
57	21951
57	26557
57	30220
57	32907
57	33189
57	33455
57	33692
57	40387
57	40497
59	293
59	4181
59	40387
62	125
62	2567
62	2723
62	3828
62	4323
62	4891
62	7838
62	10723
62	11189
62	11690
62	13782
62	15003
62	16525
62	16636
62	16678
62	16991
62	17121
62	17374
62	19311
62	20333
62	22334
62	23010
62	23165
62	25836
62	25945
62	26512
62	26513
62	26646
62	30059
62	30175
62	30423
62	32076
62	32382
62	32418
62	32427
62	32457
62	35934
62	36236
62	36328
62	40666
62	46202
