46083	1	0	28	140	3	3	6	4.194630872483222
47143	2	4	19	144	2	1	6	3.018987341772152
49317	1	0	30	144	3	2	7	4.769230769230769
47282	1	0	28	154	3	2	6	3.3622448979591835
51339	1	0	28	146	3	2	6	3.443636363636364
14046	1	0	25	152	3	1	4	2.183006535947712
202791	1	0	27	104	3	2	5	2.9814814814814814
266539	5	6	24	165	2	1	7	3.4375963020030817
33824	3	0	25	161	3	2	6	2.9712389380530975
263160	1	0	28	142	3	2	6	3.7583892617449663
52057	1	0	27	143	3	1	6	3.0065359477124183
4539	4	0	19	141	3	1	6	3.296551724137931
133956	1	0	40	190	3	2	6	4.241610738255034
136117	2	0	26	151	3	1	5	3.018867924528302
11527	2	0	20	142	3	1	5	3.2534246575342465
62467	1	0	27	141	3	1	5	3.1677852348993287
61055	2	0	37	144	3	4	10	6.297297297297297
45076	1	0	60	105	3	4	6	5.056603773584905
21755	2	13	20	145	2	1	5	2.749747729566095
135443	1	0	46	143	3	2	7	4.315436241610739
136960	1	0	29	141	3	2	7	4.246666666666667
44820	1	0	33	147	3	2	6	4.512987012987013
50531	1	0	29	142	3	1	6	3.5
136634	2	0	29	140	3	3	7	4.8979591836734695
44586	1	0	28	141	3	2	5	2.960526315789474
6759	3	0	20	142	3	2	7	3.2809734513274336
8817	1	0	29	153	3	2	5	3.38953488372093
57510	1	0	29	147	3	2	5	3.4285714285714284
133133	2	0	30	152	3	1	6	3.7333333333333334
21898	1	2	29	159	2	2	6	3.4527220630372493
25349	1	0	49	141	3	6	10	7.172185430463577
56736	2	0	29	169	3	2	6	3.4048582995951415
39830	1	0	31	143	3	2	8	4.363013698630137
327894	7	0	24	144	3	1	5	2.6125
264557	1	0	31	149	3	2	7	4.4863813229571985
23647	1	0	30	167	3	2	7	4.105990783410138
8453	9	0	20	159	3	1	5	2.519047619047619
34909	3	3	25	162	2	1	6	3.1154362416107384
205207	1	0	47	140	3	4	8	5.576388888888889
36493	15	14	18	192	2	1	5	2.255702280912365
198199	1	0	25	143	3	1	5	2.8859060402684564
54359	1	0	25	165	3	1	4	2.258426966292135
27236	1	0	38	140	3	3	7	4.890322580645162
54225	2	0	28	174	3	1	6	3.275659824046921
47412	2	0	20	140	3	1	5	2.954732510288066
263682	1	0	27	156	3	1	6	2.91497975708502
51633	1	0	28	146	3	2	6	3.774193548387097
13377	2	0	31	150	3	2	5	3.1456953642384105
54529	1	0	30	144	3	1	6	3.5273972602739727
200168	1	0	26	158	3	2	6	2.968421052631579
23127	4	4	21	172	2	1	5	2.569948186528497
64396	1	0	21	152	3	2	5	2.835227272727273
46605	1	0	20	174	3	1	5	3.1587301587301586
11667	2	0	21	140	3	1	6	3.1607717041800645
47071	1	0	26	150	3	1	6	3.462908011869436
33850	1	0	27	142	3	1	5	3.2532467532467533
19281	1	0	25	196	3	1	5	2.401826484018265
32491	1	0	28	159	3	2	6	3.70125786163522
55865	10	8	20	163	2	0	7	3.5320121951219514
3701	26	28	20	181	2	1	5	2.2229150428682773
52752	39	41	21	172	2	0	7	3.7148128624143384
54044	9	2	21	166	2	1	6	2.9063829787234043
34682	2	0	27	149	3	2	6	3.433628318584071
56519	1	0	28	140	3	2	6	3.472972972972973
31149	1	0	30	168	3	2	7	4.156716417910448
262532	33	21	19	172	2	1	6	3.025345622119816
199848	2	0	27	160	3	2	5	3.183333333333333
55574	1	0	27	141	3	2	6	3.10762331838565
202114	2	0	20	162	3	1	4	2.1818181818181817
205891	2	0	29	159	3	2	6	3.740524781341108
33372	2	0	20	153	3	1	5	3.102893890675241
54915	2	0	23	140	3	2	5	3.2941176470588234
19006	2	0	20	192	3	1	5	2.909348441926346
52012	2	0	20	143	3	2	6	2.979591836734694
64249	1	0	21	153	3	2	5	2.823170731707317
136503	2	0	25	146	3	1	6	3.3950617283950617
14536	1	0	29	151	3	2	5	3.2483660130718954
4761	230	226	17	195	2	0	7	2.37486602357985
198013	11	0	20	140	3	1	7	3.589605734767025
18343	3	0	22	145	3	2	5	2.73125
135373	10	11	19	170	2	1	6	2.908869987849332
63927	206	20	17	180	2	0	5	0.015590507726269315
54876	5	0	20	160	3	1	6	3.3427835051546393
393787	2	0	20	172	3	1	5	3.1412429378531073
9670	1	4	31	16	2	1	4	2.6315789473684212
196900	1	0	47	143	3	2	8	4.605263157894737
21763	2	0	19	141	3	1	5	3.0
133901	1	0	30	152	3	2	6	3.785276073619632
328174	6	0	26	143	3	1	6	3.347417840375587
198726	46	37	18	189	2	1	7	2.9463307776560788
14561	2	0	20	175	3	1	6	3.251764705882353
11068	2	0	30	142	3	2	6	3.830578512396694
41639	1	2	29	160	2	2	6	3.596330275229358
10317	2	0	26	140	3	1	6	3.6923076923076925
203994	1	0	36	143	3	2	6	3.6490066225165565
38760	1	0	36	174	3	2	6	3.4982578397212545
134516	1	2	32	104	2	2	6	4.028301886792453
54043	1	0	20	174	3	1	5	3.1587301587301586
37228	5	4	27	162	2	1	8	3.890367553865653
36857	3	0	20	152	3	1	6	3.245614035087719
198719	1	0	30	162	3	2	6	3.4593023255813953
47052	1	0	28	142	3	2	6	3.82312925170068
35724	2	0	20	142	3	1	5	2.727891156462585
43298	1	0	29	142	3	2	6	3.939189189189189
196668	2	0	29	144	3	1	6	3.5733333333333333
264863	21	0	22	158	3	1	7	3.6156583629893237
17887	3	7	24	179	2	1	7	3.4391191709844557
29104	2	0	26	180	3	1	6	3.0673076923076925
328208	1	0	28	140	3	2	6	3.75177304964539
43312	2	0	28	151	3	2	5	3.590062111801242
30288	2	0	25	140	3	2	6	3.3379310344827586
50744	1	0	27	142	3	2	5	2.9281045751633985
327945	3	0	31	161	3	1	7	4.1019736842105265
12531	27	0	19	161	3	1	5	2.486607142857143
28062	1	0	45	139	3	3	8	5.583333333333333
53286	2	0	27	154	3	2	5	3.01840490797546
20411	1	0	20	142	3	1	5	3.074829931972789
6266	1	0	35	142	3	3	8	5.355704697986577
44129	1	0	27	141	3	2	6	3.2237762237762237
53487	1	0	21	139	3	2	5	3.0342465753424657
58460	1	4	27	153	2	2	10	4.885365853658537
51300	5	0	23	166	3	1	5	2.8056872037914693
47545	1	0	28	142	3	2	6	2.9657534246575343
22076	2	0	20	149	3	1	5	3.0993377483443707
16733	1	0	28	141	3	1	5	2.771604938271605
17020	2	0	19	175	3	1	5	3.0894941634241246
45459	2	0	24	183	3	1	5	2.9608695652173913
46271	2	0	27	141	3	1	6	3.8684210526315788
9227	1	0	27	141	3	2	5	2.7448275862068967
267557	1	0	29	172	3	1	6	3.596958174904943
262585	22	0	22	148	3	1	6	3.585741811175337
31420	3	0	27	144	3	1	6	2.9910714285714284
43513	3	8	29	198	2	1	6	3.1908995815899583
47948	1	0	30	140	3	2	6	3.5555555555555554
267621	1	0	38	163	3	2	7	4.4873096446700504
59394	1	0	28	140	3	2	6	3.563758389261745
18978	24	6	18	199	2	1	7	2.8666666666666667
29804	2	0	20	163	3	1	4	2.1977401129943503
202680	1	0	29	142	3	2	6	3.2857142857142856
45535	1	0	27	144	3	1	6	3.2607003891050583
