46083	1	0	28	140	3	3	6	4.194630872483222	3
47143	2	4	19	144	2	1	6	3.018987341772152	3
49317	1	0	30	144	3	2	7	4.769230769230769	3
47282	1	0	28	154	3	2	6	3.3622448979591835	3
51339	1	0	28	146	3	2	6	3.443636363636364	2
14046	1	0	25	152	3	1	4	2.183006535947712	3
202791	1	0	27	104	3	2	5	2.9814814814814814	4
266539	5	6	24	165	2	1	7	3.4375963020030817	3
33824	3	0	25	161	3	2	6	2.9712389380530975	2
263160	1	0	28	142	3	2	6	3.7583892617449663	4
52057	1	0	27	143	3	1	6	3.0065359477124183	2
4539	4	0	19	141	3	1	6	3.296551724137931	2
133956	1	0	40	190	3	2	6	4.241610738255034	3
136117	2	0	26	151	3	1	5	3.018867924528302	2
11527	2	0	20	142	3	1	5	3.2534246575342465	3
62467	1	0	27	141	3	1	5	3.1677852348993287	4
61055	2	0	37	144	3	4	10	6.297297297297297	1
45076	1	0	60	105	3	4	6	5.056603773584905	4
21755	2	13	20	145	2	1	5	2.749747729566095	3
135443	1	0	46	143	3	2	7	4.315436241610739	4
136960	1	0	29	141	3	2	7	4.246666666666667	3
44820	1	0	33	147	3	2	6	4.512987012987013	4
50531	1	0	29	142	3	1	6	3.5	1
136634	2	0	29	140	3	3	7	4.8979591836734695	3
44586	1	0	28	141	3	2	5	2.960526315789474	2
6759	3	0	20	142	3	2	7	3.2809734513274336	3
8817	1	0	29	153	3	2	5	3.38953488372093	3
57510	1	0	29	147	3	2	5	3.4285714285714284	2
133133	2	0	30	152	3	1	6	3.7333333333333334	2
21898	1	2	29	159	2	2	6	3.4527220630372493	3
25349	1	0	49	141	3	6	10	7.172185430463577	2
56736	2	0	29	169	3	2	6	3.4048582995951415	3
39830	1	0	31	143	3	2	8	4.363013698630137	2
327894	7	0	24	144	3	1	5	2.6125	3
264557	1	0	31	149	3	2	7	4.4863813229571985	3
23647	1	0	30	167	3	2	7	4.105990783410138	3
8453	9	0	20	159	3	1	5	2.519047619047619	3
34909	3	3	25	162	2	1	6	3.1154362416107384	3
205207	1	0	47	140	3	4	8	5.576388888888889	2
36493	15	14	18	192	2	1	5	2.255702280912365	3
198199	1	0	25	143	3	1	5	2.8859060402684564	2
54359	1	0	25	165	3	1	4	2.258426966292135	3
27236	1	0	38	140	3	3	7	4.890322580645162	2
54225	2	0	28	174	3	1	6	3.275659824046921	3
47412	2	0	20	140	3	1	5	2.954732510288066	3
263682	1	0	27	156	3	1	6	2.91497975708502	4
51633	1	0	28	146	3	2	6	3.774193548387097	2
13377	2	0	31	150	3	2	5	3.1456953642384105	3
54529	1	0	30	144	3	1	6	3.5273972602739727	3
200168	1	0	26	158	3	2	6	2.968421052631579	3
23127	4	4	21	172	2	1	5	2.569948186528497	3
64396	1	0	21	152	3	2	5	2.835227272727273	4
46605	1	0	20	174	3	1	5	3.1587301587301586	3
11667	2	0	21	140	3	1	6	3.1607717041800645	3
47071	1	0	26	150	3	1	6	3.462908011869436	3
33850	1	0	27	142	3	1	5	3.2532467532467533	2
19281	1	0	25	196	3	1	5	2.401826484018265	1
32491	1	0	28	159	3	2	6	3.70125786163522	1
55865	10	8	20	163	2	0	7	3.5320121951219514	4
3701	26	28	20	181	2	1	5	2.2229150428682773	3
52752	39	41	21	172	2	0	7	3.7148128624143384	3
54044	9	2	21	166	2	1	6	2.9063829787234043	1
34682	2	0	27	149	3	2	6	3.433628318584071	3
56519	1	0	28	140	3	2	6	3.472972972972973	2
31149	1	0	30	168	3	2	7	4.156716417910448	3
262532	33	21	19	172	2	1	6	3.025345622119816	3
199848	2	0	27	160	3	2	5	3.183333333333333	3
55574	1	0	27	141	3	2	6	3.10762331838565	3
202114	2	0	20	162	3	1	4	2.1818181818181817	2
205891	2	0	29	159	3	2	6	3.740524781341108	3
33372	2	0	20	153	3	1	5	3.102893890675241	3
54915	2	0	23	140	3	2	5	3.2941176470588234	3
19006	2	0	20	192	3	1	5	2.909348441926346	3
52012	2	0	20	143	3	2	6	2.979591836734694	2
64249	1	0	21	153	3	2	5	2.823170731707317	3
136503	2	0	25	146	3	1	6	3.3950617283950617	2
14536	1	0	29	151	3	2	5	3.2483660130718954	3
4761	230	226	17	195	2	0	7	2.37486602357985	3
198013	11	0	20	140	3	1	7	3.589605734767025	3
18343	3	0	22	145	3	2	5	2.73125	3
135373	10	11	19	170	2	1	6	2.908869987849332	2
63927	206	20	17	180	2	0	5	0.015590507726269315	3
54876	5	0	20	160	3	1	6	3.3427835051546393	2
393787	2	0	20	172	3	1	5	3.1412429378531073	3
9670	1	4	31	16	2	1	4	2.6315789473684212	3
196900	1	0	47	143	3	2	8	4.605263157894737	3
21763	2	0	19	141	3	1	5	3.0	3
133901	1	0	30	152	3	2	6	3.785276073619632	2
328174	6	0	26	143	3	1	6	3.347417840375587	3
198726	46	37	18	189	2	1	7	2.9463307776560788	3
14561	2	0	20	175	3	1	6	3.251764705882353	3
11068	2	0	30	142	3	2	6	3.830578512396694	3
41639	1	2	29	160	2	2	6	3.596330275229358	3
10317	2	0	26	140	3	1	6	3.6923076923076925	2
203994	1	0	36	143	3	2	6	3.6490066225165565	3
38760	1	0	36	174	3	2	6	3.4982578397212545	2
134516	1	2	32	104	2	2	6	4.028301886792453	4
54043	1	0	20	174	3	1	5	3.1587301587301586	4
37228	5	4	27	162	2	1	8	3.890367553865653	3
36857	3	0	20	152	3	1	6	3.245614035087719	3
198719	1	0	30	162	3	2	6	3.4593023255813953	3
47052	1	0	28	142	3	2	6	3.82312925170068	3
35724	2	0	20	142	3	1	5	2.727891156462585	2
43298	1	0	29	142	3	2	6	3.939189189189189	4
196668	2	0	29	144	3	1	6	3.5733333333333333	2
264863	21	0	22	158	3	1	7	3.6156583629893237	3
17887	3	7	24	179	2	1	7	3.4391191709844557	3
29104	2	0	26	180	3	1	6	3.0673076923076925	2
328208	1	0	28	140	3	2	6	3.75177304964539	4
43312	2	0	28	151	3	2	5	3.590062111801242	3
30288	2	0	25	140	3	2	6	3.3379310344827586	2
50744	1	0	27	142	3	2	5	2.9281045751633985	2
327945	3	0	31	161	3	1	7	4.1019736842105265	3
12531	27	0	19	161	3	1	5	2.486607142857143	1
28062	1	0	45	139	3	3	8	5.583333333333333	2
53286	2	0	27	154	3	2	5	3.01840490797546	2
20411	1	0	20	142	3	1	5	3.074829931972789	2
6266	1	0	35	142	3	3	8	5.355704697986577	3
44129	1	0	27	141	3	2	6	3.2237762237762237	4
53487	1	0	21	139	3	2	5	3.0342465753424657	2
58460	1	4	27	153	2	2	10	4.885365853658537	3
51300	5	0	23	166	3	1	5	2.8056872037914693	3
47545	1	0	28	142	3	2	6	2.9657534246575343	2
22076	2	0	20	149	3	1	5	3.0993377483443707	3
16733	1	0	28	141	3	1	5	2.771604938271605	1
17020	2	0	19	175	3	1	5	3.0894941634241246	4
45459	2	0	24	183	3	1	5	2.9608695652173913	1
46271	2	0	27	141	3	1	6	3.8684210526315788	2
9227	1	0	27	141	3	2	5	2.7448275862068967	4
267557	1	0	29	172	3	1	6	3.596958174904943	3
262585	22	0	22	148	3	1	6	3.585741811175337	3
31420	3	0	27	144	3	1	6	2.9910714285714284	3
43513	3	8	29	198	2	1	6	3.1908995815899583	3
47948	1	0	30	140	3	2	6	3.5555555555555554	2
267621	1	0	38	163	3	2	7	4.4873096446700504	3
59394	1	0	28	140	3	2	6	3.563758389261745	2
18978	24	6	18	199	2	1	7	2.8666666666666667	1
29804	2	0	20	163	3	1	4	2.1977401129943503	3
202680	1	0	29	142	3	2	6	3.2857142857142856	3
45535	1	0	27	144	3	1	6	3.2607003891050583	3
133364	1	0	28	144	3	1	5	3.1949685534591197	2
17907	5	7	25	181	2	1	7	3.7458432304038003	3
9355	5	6	20	165	2	1	7	2.9959514170040484	4
29613	1	0	28	143	3	1	5	2.977777777777778	4
265757	1	0	28	147	3	2	6	3.5231788079470197	3
55803	13	11	19	183	2	1	5	2.837378640776699	3
206355	1	0	29	139	3	3	6	3.7412587412587412	3
206906	1	0	28	158	3	2	6	3.8947368421052633	3
32734	1	0	31	142	3	1	6	3.4248366013071894	3
50968	2	0	21	143	3	2	7	3.868035190615836	1
28137	1	3	28	149	2	2	6	3.2938931297709924	3
12203	2	0	25	150	3	2	6	3.11744966442953	3
12628	1	0	27	165	3	1	6	3.009259259259259	3
56968	1	0	37	146	3	4	8	5.8930817610062896	3
16064	2	0	27	138	3	2	5	3.0528301886792453	4
41605	1	0	28	143	3	2	6	3.335526315789474	3
206294	2	0	26	140	3	2	5	2.8322147651006713	2
31430	19	28	22	188	2	1	5	2.834672304439746	3
41181	4	0	20	143	3	1	7	3.2736842105263158	4
26093	2	0	28	143	3	2	6	3.6301369863013697	2
24275	2	0	24	142	3	1	6	3.4075342465753424	3
62257	1	0	26	146	3	2	5	2.806451612903226	4
204988	1	0	27	160	3	2	6	3.2337662337662336	3
265111	1	0	29	149	3	2	6	3.96474358974359	3
